GSE,GSM,tissue,type,platform,species,studyid
GSE115112,GSM3165490,Breast,Organoid,RNA-Seq,homo_sapiens,Ods001115
GSE52194,GSM1261033,Breast,Organoid,RNA-Seq,homo_sapiens,Ods011481
GSE52194,GSM1261034,Breast,Organoid,RNA-Seq,homo_sapiens,Ods011482
GSE52194,GSM1261035,Breast,Organoid,RNA-Seq,homo_sapiens,Ods011483
GSE164268,GSM5005488,Blood vessel,Organoid,RNA-Seq,homo_sapiens,Ods009386
GSE89475,GSM2373096,Blood vessel,Organoid,RNA-Seq,homo_sapiens,Ods012591
GSE89475,GSM2373098,Blood vessel,Organoid,RNA-Seq,homo_sapiens,Ods012593
GSE148937,GSM4486297,Prostate,Tissue,RNA-Seq,homo_sapiens,NA
GSE148937,GSM4486298,Prostate,Tissue,RNA-Seq,homo_sapiens,NA
GSE148937,GSM4486299,Prostate,Tissue,RNA-Seq,homo_sapiens,NA
GSE176031,GSM5353230,Prostate,Tissue,scRNA-Seq(Drop-Seq),homo_sapiens,NA
GSE176031,GSM5353231,Prostate,Tissue,scRNA-Seq(Drop-Seq),homo_sapiens,NA
GSE176031,GSM5353234,Prostate,Tissue,scRNA-Seq(Drop-Seq),homo_sapiens,NA
GSE176031,GSM5353235,Prostate,Tissue,scRNA-Seq(Drop-Seq),homo_sapiens,NA
GSE176031,GSM5353238,Prostate,Tissue,scRNA-Seq(Drop-Seq),homo_sapiens,NA
GSE176031,GSM5353239,Prostate,Tissue,scRNA-Seq(Drop-Seq),homo_sapiens,NA
GSE176031,GSM5353241,Prostate,Tissue,scRNA-Seq(Drop-Seq),homo_sapiens,NA
GSE176031,GSM5353242,Prostate,Tissue,scRNA-Seq(Drop-Seq),homo_sapiens,NA
GSE142489,GSM4230367,Prostate,Organoid,scRNA-Seq(10X),homo_sapiens,Ods006583
GSE142489,GSM4230369,Prostate,Organoid,scRNA-Seq(10X),homo_sapiens,Ods006585
GSE161039,GSM4888804,Bile duct,Organoid,RNA-Seq,mus_musculus,Ods009038
GSE161039,GSM4888807,Bile duct,Organoid,RNA-Seq,mus_musculus,Ods009041
GSE161039,GSM4888810,Bile duct,Organoid,RNA-Seq,mus_musculus,Ods009044
GSE153677,GSM4649104,Lung,Organoid,RNA-Seq,mus_musculus,Ods008415
GSE153677,GSM4649105,Lung,Organoid,RNA-Seq,mus_musculus,Ods008416
GSE153677,GSM4649108,Lung,Organoid,RNA-Seq,mus_musculus,Ods008419
GSE153677,GSM4649109,Lung,Organoid,RNA-Seq,mus_musculus,Ods008420
GSE95491,GSM2515281,Lymphoid Tissue,Tissue,RNA-Seq,mus_musculus,NA
GSE95491,GSM2515282,Lymphoid Tissue,Tissue,RNA-Seq,mus_musculus,NA
GSE95491,GSM2515283,Lymphoid Tissue,Tissue,RNA-Seq,mus_musculus,NA
GSE95491,GSM2515284,Lymphoid Tissue,Tissue,RNA-Seq,mus_musculus,NA
GSE95491,GSM2515285,Lymphoid Tissue,Tissue,RNA-Seq,mus_musculus,NA
GSE95491,GSM2515286,Lymphoid Tissue,Tissue,RNA-Seq,mus_musculus,NA
GSE125380,GSM3573066,Pancreas,Organoid,RNA-Seq,mus_musculus,Ods004492
GSE125380,GSM3573067,Pancreas,Organoid,RNA-Seq,mus_musculus,Ods004493
GSE125380,GSM3573070,Pancreas,Organoid,RNA-Seq,mus_musculus,Ods004496
GSE117431,GSM3294584,Prostate,Organoid,RNA-Seq,mus_musculus,Ods001250
GSE117431,GSM3294585,Prostate,Organoid,RNA-Seq,mus_musculus,Ods001251
GSE117431,GSM3294586,Prostate,Organoid,RNA-Seq,mus_musculus,Ods001252
GSE73336,GSM1891192,Stomach,Tissue,RNA-Seq,mus_musculus,NA
GSE73336,GSM1891193,Stomach,Tissue,RNA-Seq,mus_musculus,NA
GSE73336,GSM1891194,Stomach,Tissue,RNA-Seq,mus_musculus,NA
GSE73336,GSM1891195,Stomach,Tissue,RNA-Seq,mus_musculus,NA
GSE148366,GSM4462956,Small Intestine,Organoid,scRNA-Seq(10X),mus_musculus,NA
GSE150695,GSM4556841,Breast,Organoid,RNA-Seq,homo_sapiens,Ods016210
GSE150695,GSM4556842,Breast,Organoid,RNA-Seq,homo_sapiens,Ods016211
GSE150695,GSM4556843,Breast,Organoid,RNA-Seq,homo_sapiens,Ods016212
GSE150695,GSM4556844,Breast,Organoid,RNA-Seq,homo_sapiens,Ods016213
GSE150695,GSM4556845,Breast,Organoid,RNA-Seq,homo_sapiens,Ods016214
GSE150695,GSM4556846,Breast,Organoid,RNA-Seq,homo_sapiens,Ods016215
GSE150695,GSM4556847,Breast,Organoid,RNA-Seq,homo_sapiens,Ods016216
GSE150695,GSM4556848,Breast,Organoid,RNA-Seq,homo_sapiens,Ods016217
GSE150695,GSM4556849,Breast,Organoid,RNA-Seq,homo_sapiens,Ods016218
GSE198864,GSM5958253,Lung,Tissue,scRNA-Seq(10X),homo_sapiens,NA
GSE198864,GSM5958254,Lung,Tissue,scRNA-Seq(10X),homo_sapiens,NA
GSE198864,GSM5958257,Lung,Tissue,scRNA-Seq(10X),homo_sapiens,NA
