"GSE","GSM","tissue","type","platform","species","studyid"
"GSE153698","GSM4649261","Stomach","Organoid","RNA-Seq","homo_sapiens","Ods008444"
"GSE153698","GSM4649262","Stomach","Organoid","RNA-Seq","homo_sapiens","Ods008445"
"GSE153698","GSM4649263","Stomach","Organoid","RNA-Seq","homo_sapiens","Ods008446"
"GSE155241","GSM4697982","Lung","Tissue","RNA-Seq","homo_sapiens",NA
"GSE155241","GSM4697983","Lung","Tissue","RNA-Seq","homo_sapiens",NA
"GSE155241","GSM4697984","Lung","Tissue","RNA-Seq","homo_sapiens",NA
"GSE155241","GSM4697988","Lung","Organoid","RNA-Seq","homo_sapiens","Ods008544"
"GSE155241","GSM4697989","Lung","Organoid","RNA-Seq","homo_sapiens","Ods008545"
"GSE155241","GSM4697990","Lung","Organoid","RNA-Seq","homo_sapiens","Ods008546"
"GSE157055","GSM4751784","Lung","Tissue","RNA-Seq","homo_sapiens",NA
"GSE157055","GSM4751785","Lung","Tissue","RNA-Seq","homo_sapiens",NA
"GSE157055","GSM4751787","Lung","Tissue","RNA-Seq","homo_sapiens",NA
"GSE157055","GSM4751788","Lung","Tissue","RNA-Seq","homo_sapiens",NA
"GSE157055","GSM4751782","Lung","Organoid","RNA-Seq","homo_sapiens","Ods008732"
"GSE157055","GSM4751783","Lung","Organoid","RNA-Seq","homo_sapiens","Ods008733"
"GSE157055","GSM4751786","Lung","Organoid","RNA-Seq","homo_sapiens","Ods008734"
"GSE157057","GSM4751803","Lung","Cell","RNA-Seq","homo_sapiens",NA
"GSE157057","GSM4751804","Lung","Cell","RNA-Seq","homo_sapiens",NA
"GSE157057","GSM4751807","Lung","Cell","RNA-Seq","homo_sapiens",NA
"GSE157057","GSM4751808","Lung","Cell","RNA-Seq","homo_sapiens",NA
"GSE157057","GSM4751817","Lung","Cell","RNA-Seq","homo_sapiens",NA
"GSE157057","GSM4751811","Lung","Organoid","RNA-Seq","homo_sapiens",NA
"GSE157057","GSM4751812","Lung","Organoid","RNA-Seq","homo_sapiens",NA
"GSE159926","GSM4850496","Liver","PSCs","RNA-Seq","homo_sapiens",NA
"GSE159926","GSM4850497","Liver","PSCs","RNA-Seq","homo_sapiens",NA
"GSE159926","GSM4850498","Liver","PSCs","RNA-Seq","homo_sapiens",NA
"GSE159926","GSM4850499","Liver","Organoid","RNA-Seq","homo_sapiens","Ods008951"
"GSE159926","GSM4850500","Liver","Organoid","RNA-Seq","homo_sapiens","Ods008952"
"GSE159926","GSM4850501","Liver","Organoid","RNA-Seq","homo_sapiens","Ods008953"
"GSE159926","GSM4850502","Liver","Organoid","RNA-Seq","homo_sapiens","Ods008954"
"GSE159926","GSM4850503","Liver","Organoid","RNA-Seq","homo_sapiens","Ods008955"
"GSE159926","GSM4850504","Liver","Organoid","RNA-Seq","homo_sapiens","Ods008956"
"GSE161928","GSM4923429","Liver","Tissue","RNA-Seq","mus_musculus",NA
"GSE161928","GSM4923430","Liver","Organoid","RNA-Seq","mus_musculus",NA
"GSE161928","GSM4923431","Lung","Tissue","RNA-Seq","mus_musculus",NA
"GSE161928","GSM4923432","Lung","Organoid","RNA-Seq","mus_musculus",NA
"GSE161928","GSM4923433","Kidney","Tissue","RNA-Seq","mus_musculus",NA
"GSE161928","GSM4923434","Kidney","Organoid","RNA-Seq","mus_musculus",NA
"GSE161953","GSM4928684","Intestine","Tissue","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928693","Intestine","Tissue","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928694","Intestine","Tissue","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928695","Intestine","Tissue","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928696","Intestine","Tissue","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928697","Intestine","Tissue","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928698","Intestine","Tissue","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928699","Intestine","Tissue","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928685","Intestine","Tissue","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928686","Intestine","Tissue","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928687","Intestine","Tissue","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928688","Intestine","Tissue","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928689","Intestine","Tissue","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928690","Intestine","Tissue","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928691","Intestine","Tissue","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928692","Intestine","Tissue","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928700","Intestine","Organoid","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928701","Intestine","Organoid","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928702","Intestine","Organoid","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928703","Intestine","Organoid","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928704","Intestine","Organoid","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928705","Intestine","Organoid","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928706","Intestine","Organoid","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928707","Intestine","Organoid","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928708","Intestine","Organoid","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928709","Intestine","Organoid","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928710","Intestine","Organoid","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928711","Intestine","Organoid","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928712","Intestine","Organoid","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928713","Intestine","Organoid","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928714","Intestine","Organoid","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928715","Intestine","Organoid","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928725","Intestine","Organoid","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928726","Intestine","Organoid","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928716","Intestine","Organoid","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928717","Intestine","Organoid","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928718","Intestine","Organoid","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928719","Intestine","Organoid","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928720","Intestine","Organoid","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928721","Intestine","Organoid","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928722","Intestine","Organoid","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928723","Intestine","Organoid","RNA-Seq","homo_sapiens",NA
"GSE161953","GSM4928724","Intestine","Organoid","RNA-Seq","homo_sapiens",NA
"GSE162547","GSM4954064","Pancreas","PSCs","scRNA-Seq(10X)","homo_sapiens",NA
"GSE162547","GSM4954065","Pancreas","Organoid","scRNA-Seq(10X)","homo_sapiens",NA
"GSE162547","GSM4954066","Pancreas","Organoid","scRNA-Seq(10X)","homo_sapiens",NA
"GSE162547","GSM4954067","Pancreas","Organoid","scRNA-Seq(10X)","homo_sapiens",NA
"GSE162547","GSM4954068","Pancreas","Organoid","scRNA-Seq(10X)","homo_sapiens",NA
"GSE162547","GSM4954069","Pancreas","Organoid","scRNA-Seq(10X)","homo_sapiens",NA
"GSE162547","GSM4954070","Pancreas","Organoid","scRNA-Seq(10X)","homo_sapiens",NA
"GSE162547","GSM4954071","Pancreas","Organoid","scRNA-Seq(10X)","homo_sapiens",NA
"GSE165158","GSM5025928","Intestine","Tissue","scRNA-Seq(10X)","mus_musculus",NA
"GSE165158","GSM5025920","Intestine","Organoid","scRNA-Seq(10X)","mus_musculus","Ods009541"
"GSE165158","GSM5025923","Intestine","Organoid","scRNA-Seq(10X)","mus_musculus","Ods009544"
"GSE165158","GSM5025926","Intestine","Organoid","scRNA-Seq(10X)","mus_musculus","Ods009547"
"GSE165158","GSM5025921","Intestine","Organoid","scRNA-Seq(10X)","mus_musculus","Ods009542"
"GSE165158","GSM5025924","Intestine","Organoid","scRNA-Seq(10X)","mus_musculus","Ods009545"
"GSE165158","GSM5025922","Intestine","Organoid","scRNA-Seq(10X)","mus_musculus","Ods009543"
"GSE165158","GSM5025925","Intestine","Organoid","scRNA-Seq(10X)","mus_musculus","Ods009546"
"GSE165158","GSM5025927","Intestine","Organoid","scRNA-Seq(10X)","mus_musculus","Ods009548"
"GSE165158","GSM5027329","Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE165158","GSM5027330","Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE165158","GSM5027272","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009492"
"GSE165158","GSM5027273","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009493"
"GSE165158","GSM5027274","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009494"
"GSE165158","GSM5027275","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009495"
"GSE165158","GSM5027276","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009496"
"GSE165158","GSM5027277","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009497"
"GSE165158","GSM5027278","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009498"
"GSE165158","GSM5027279","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009499"
"GSE165158","GSM5027280","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009500"
"GSE165158","GSM5027281","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009501"
"GSE165158","GSM5027282","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009502"
"GSE165158","GSM5027283","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009503"
"GSE165158","GSM5027284","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009504"
"GSE165158","GSM5027285","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009505"
"GSE165158","GSM5027286","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009506"
"GSE165158","GSM5027287","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009507"
"GSE165158","GSM5027288","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009508"
"GSE165158","GSM5027289","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009509"
"GSE165158","GSM5027290","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009510"
"GSE165158","GSM5027291","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009511"
"GSE165158","GSM5027292","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009512"
"GSE165158","GSM5027293","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009513"
"GSE165158","GSM5027294","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009514"
"GSE165158","GSM5027295","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009515"
"GSE165158","GSM5027296","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009516"
"GSE165158","GSM5027297","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009517"
"GSE165158","GSM5027298","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009518"
"GSE165158","GSM5027299","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009519"
"GSE165158","GSM5027300","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009520"
"GSE165158","GSM5027301","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009521"
"GSE165158","GSM5027302","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009522"
"GSE165158","GSM5027303","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009523"
"GSE165158","GSM5027304","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009524"
"GSE165158","GSM5027305","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009525"
"GSE165158","GSM5027306","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009526"
"GSE165158","GSM5027307","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009527"
"GSE165158","GSM5027308","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009528"
"GSE165158","GSM5027309","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009529"
"GSE165158","GSM5027310","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009530"
"GSE165158","GSM5027311","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009531"
"GSE165158","GSM5027312","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009532"
"GSE165158","GSM5027313","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009533"
"GSE165158","GSM5027314","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009534"
"GSE165158","GSM5027315","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009535"
"GSE165158","GSM5027316","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009536"
"GSE165158","GSM5027317","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009537"
"GSE165158","GSM5027318","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009538"
"GSE165158","GSM5027319","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009539"
"GSE165158","GSM5027320","Intestine","Organoid","RNA-Seq","mus_musculus","Ods009540"
"GSE165200","GSM5028160","Lung","Tissue","RNA-Seq","homo_sapiens",NA
"GSE165200","GSM5028161","Lung","Tissue","RNA-Seq","homo_sapiens",NA
"GSE165200","GSM5028162","Lung","Tissue","RNA-Seq","homo_sapiens",NA
"GSE165200","GSM5028163","Lung","Organoid","RNA-Seq","homo_sapiens","Ods009549"
"GSE165200","GSM5028164","Lung","Organoid","RNA-Seq","homo_sapiens","Ods009550"
"GSE165200","GSM5028165","Lung","Organoid","RNA-Seq","homo_sapiens","Ods009551"
"GSE165200","GSM5028166","Lung","Organoid","RNA-Seq","homo_sapiens","Ods009552"
"GSE165200","GSM5028167","Lung","Organoid","RNA-Seq","homo_sapiens","Ods009553"
"GSE165200","GSM5028168","Lung","Organoid","RNA-Seq","homo_sapiens","Ods009554"
"GSE165200","GSM5028169","Lung","Organoid","RNA-Seq","homo_sapiens","Ods009555"
"GSE165200","GSM5028170","Lung","Organoid","RNA-Seq","homo_sapiens","Ods009556"
"GSE165200","GSM5028171","Lung","Organoid","RNA-Seq","homo_sapiens","Ods009557"
"GSE165200","GSM5028172","Lung","Organoid","RNA-Seq","homo_sapiens","Ods009558"
"GSE165200","GSM5028173","Lung","Organoid","RNA-Seq","homo_sapiens","Ods009559"
"GSE165200","GSM5028174","Lung","Organoid","RNA-Seq","homo_sapiens","Ods009560"
"GSE165200","GSM5028175","Lung","Organoid","RNA-Seq","homo_sapiens","Ods009561"
"GSE165571","GSM5044175","Breast","Cell","RNA-Seq","homo_sapiens",NA
"GSE165571","GSM5044176","Breast","Cell","RNA-Seq","homo_sapiens",NA
"GSE165571","GSM5044177","Breast","Cell","RNA-Seq","homo_sapiens",NA
"GSE165571","GSM5044172","Breast","Spheroid","RNA-Seq","homo_sapiens",NA
"GSE165571","GSM5044173","Breast","Spheroid","RNA-Seq","homo_sapiens",NA
"GSE165571","GSM5044174","Breast","Spheroid","RNA-Seq","homo_sapiens",NA
"GSE169368","GSM5198063","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198064","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198065","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198066","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198111","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010252"
"GSE169368","GSM5198112","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010253"
"GSE169368","GSM5198113","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010254"
"GSE169368","GSM5198114","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010255"
"GSE169368","GSM5198059","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198060","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198061","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198062","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198107","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010248"
"GSE169368","GSM5198108","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010249"
"GSE169368","GSM5198109","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010250"
"GSE169368","GSM5198110","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010251"
"GSE169368","GSM5198055","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198056","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198057","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198058","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198103","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010244"
"GSE169368","GSM5198104","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010245"
"GSE169368","GSM5198105","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010246"
"GSE169368","GSM5198106","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010247"
"GSE169368","GSM5198075","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198076","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198077","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198078","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198123","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010264"
"GSE169368","GSM5198124","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010265"
"GSE169368","GSM5198125","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010266"
"GSE169368","GSM5198126","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010267"
"GSE169368","GSM5198071","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198072","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198073","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198074","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198119","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010260"
"GSE169368","GSM5198120","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010261"
"GSE169368","GSM5198121","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010262"
"GSE169368","GSM5198122","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010263"
"GSE169368","GSM5198067","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198068","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198069","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198070","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198115","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010256"
"GSE169368","GSM5198116","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010257"
"GSE169368","GSM5198117","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010258"
"GSE169368","GSM5198118","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010259"
"GSE169368","GSM5198039","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198040","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198041","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198042","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198087","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010228"
"GSE169368","GSM5198088","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010229"
"GSE169368","GSM5198089","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010230"
"GSE169368","GSM5198090","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010231"
"GSE169368","GSM5198035","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198036","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198037","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198038","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198083","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010224"
"GSE169368","GSM5198084","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010225"
"GSE169368","GSM5198085","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010226"
"GSE169368","GSM5198086","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010227"
"GSE169368","GSM5198031","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198032","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198033","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198034","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198079","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010220"
"GSE169368","GSM5198080","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010221"
"GSE169368","GSM5198081","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010222"
"GSE169368","GSM5198082","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010223"
"GSE169368","GSM5198051","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198052","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198053","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198054","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198099","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010240"
"GSE169368","GSM5198100","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010241"
"GSE169368","GSM5198101","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010242"
"GSE169368","GSM5198102","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010243"
"GSE169368","GSM5198047","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198048","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198049","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198050","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198095","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010236"
"GSE169368","GSM5198096","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010237"
"GSE169368","GSM5198097","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010238"
"GSE169368","GSM5198098","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010239"
"GSE169368","GSM5198043","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198044","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198045","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198046","Small Intestine","Tissue","RNA-Seq","mus_musculus",NA
"GSE169368","GSM5198091","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010232"
"GSE169368","GSM5198092","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010233"
"GSE169368","GSM5198093","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010234"
"GSE169368","GSM5198094","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods010235"
"GSE175502","GSM5335528","Bile duct","PSCs","scRNA-Seq(10X)","homo_sapiens",NA
"GSE175502","GSM5335529","Bile duct","Organoid","scRNA-Seq(10X)","homo_sapiens",NA
"GSE180945","GSM5478754","Cerebral cortex","Cell","scRNA-Seq(10X)","homo_sapiens",NA
"GSE180945","GSM5478755","Cerebral cortex","Organoid","scRNA-Seq(10X)","homo_sapiens","Ods011092"
"GSE180945","GSM5478756","Cerebral cortex","Organoid","scRNA-Seq(10X)","homo_sapiens","Ods011093"
"GSE56930","GSM1371584","Intestine","PSCs","RNA-Seq","homo_sapiens",NA
"GSE56930","GSM1371578","Intestine","Organoid","RNA-Seq","homo_sapiens","Ods011520"
"GSE56930","GSM1371579","Intestine","Organoid","RNA-Seq","homo_sapiens","Ods011521"
"GSE56930","GSM1371568","Intestine","Organoid","RNA-Seq","homo_sapiens","Ods011513"
"GSE65395","GSM1900658","Small Intestine","Cell","RNA-Seq","mus_musculus",NA
"GSE65395","GSM1900659","Small Intestine","Cell","RNA-Seq","mus_musculus",NA
"GSE65395","GSM1900646","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods011948"
"GSE65395","GSM1900647","Small Intestine","Organoid","RNA-Seq","mus_musculus","Ods011949"
"GSE65395","GSM1900648","Small Intestine","Spheroid","RNA-Seq","mus_musculus",NA
"GSE65395","GSM1900649","Small Intestine","Spheroid","RNA-Seq","mus_musculus",NA
"GSE65395","GSM1900650","Small Intestine","Spheroid","RNA-Seq","mus_musculus",NA
"GSE73336","GSM1891196","Stomach","Tissue","RNA-Seq","mus_musculus",NA
"GSE73336","GSM1891197","Stomach","Organoid","RNA-Seq","mus_musculus",NA
"GSE80264","GSM2123101","Brain","PSCs","RNA-Seq","homo_sapiens",NA
"GSE80264","GSM2123102","Brain","PSCs","RNA-Seq","homo_sapiens",NA
"GSE80264","GSM2123103","Brain","Organoid","RNA-Seq","homo_sapiens","Ods012263"
"GSE80264","GSM2123104","Brain","Organoid","RNA-Seq","homo_sapiens","Ods012264"
"GSE80264","GSM2123105","Brain","Organoid","RNA-Seq","homo_sapiens","Ods012265"
"GSE80264","GSM2123106","Brain","Organoid","RNA-Seq","homo_sapiens","Ods012266"
"GSE82022","GSM2180138","Brain","PSCs","RNA-Seq","homo_sapiens",NA
"GSE82022","GSM2180139","Brain","PSCs","RNA-Seq","homo_sapiens",NA
"GSE82022","GSM2180142","Brain","Organoid","RNA-Seq","homo_sapiens","Ods012358"
"GSE82022","GSM2180143","Brain","Organoid","RNA-Seq","homo_sapiens","Ods012359"
"GSE82022","GSM2180144","Brain","Organoid","RNA-Seq","homo_sapiens","Ods012360"
"GSE82022","GSM2180145","Brain","Organoid","RNA-Seq","homo_sapiens","Ods012361"
"GSE82022","GSM2180140","Brain","Tissue","RNA-Seq","homo_sapiens","Ods012356"
"GSE82022","GSM2180141","Brain","Tissue","RNA-Seq","homo_sapiens","Ods012357"
"GSE82022","GSM2180146","Brain","Tissue","RNA-Seq","homo_sapiens",NA
"GSE84073","GSM2653819","Liver","Tissue","RNA-Seq","homo_sapiens",NA
"GSE84073","GSM2653820","Liver","Tissue","RNA-Seq","homo_sapiens",NA
"GSE84073","GSM2653821","Liver","Tissue","RNA-Seq","homo_sapiens",NA
"GSE84073","GSM2653822","Liver","Tissue","RNA-Seq","homo_sapiens",NA
"GSE84073","GSM2653833","Liver","Organoid","RNA-Seq","homo_sapiens","Ods012411"
"GSE84073","GSM2653834","Liver","Organoid","RNA-Seq","homo_sapiens","Ods012412"
"GSE84073","GSM2653835","Liver","Organoid","RNA-Seq","homo_sapiens","Ods012413"
"GSE84073","GSM2653836","Liver","Organoid","RNA-Seq","homo_sapiens","Ods012414"
